objective,deploy,return,obstacle_name,obstacle_proximity,obstacle_resolved,behaviour_stage,next_point,speed,heading,next_point_direction,obstacle_direction,name,ivphelm_bhv_active,representation,user_query,explanation,behaviour_permutation
"Go to points 0, 1, 2 and then return to starting position.",True,True,obstacle_a,nearby,False,completed,none,very fast,northwest,none,southeast,alpha,none,"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'True', 'return': 'True', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'nearby', 'obstacle_resolved': 'False', 'behaviour_stage': 'completed', 'next_point': 'none', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'none', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'none'}",Why is Alpha not returning to its starting position while avoiding the obstacle instead of having no active behaviour?,"Alpha is currently in the completed behaviour stage and has already finished its objective of going to points 0, 1, and 2. Since there is an obstacle (obstacle_a) nearby that has not been resolved, Alpha should be returning to its starting position while avoiding the obstacle, as per the decision-making rules. However, it is currently not exhibiting any active behaviour.","Original: 'None', Modified: 'Waypt_return,avoid_obstacle_avoid_obstacle_a'"
"Go to points 0, 1, 2 and then return to starting position.",True,True,obstacle_a,nearby,False,in-transit,none,very fast,northwest,none,southeast,alpha,none,"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'True', 'return': 'True', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'nearby', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'none', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'none', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'none'}",Why is Alpha not surveying an area instead of returning to its starting position while avoiding an obstacle?,"Alpha is currently in transit to its starting position because its objective is to return. Additionally, there is an obstacle (obstacle_a) nearby that the vehicle is actively avoiding. Therefore, the vehicle is focusing on avoiding the obstacle and returning to its starting position rather than surveying the area.","Original: 'None', Modified: 'Waypt_survey,avoid_obstacle_avoid_obstacle_a'"
"Go to points 0, 1, 2 and then return to starting position.",True,True,obstacle_a,nearby,False,in-transit,pointstart,very fast,northwest,northwest,southeast,alpha,waypt_return,"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'True', 'return': 'True', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'nearby', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'pointstart', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'waypt_return'}",Why is alpha returning to its starting point instead of surveying?,"Alpha is currently in the process of surveying an area and has encountered an obstacle named ""obstacle_a"". However, the obstacle is still nearby and has not been resolved yet. The vehicle is programmed to avoid obstacles while surveying, so it is not expected to return to its starting point at this stage.","Original: 'Waypt_return', Modified: 'Waypt_survey'"
"Go to points 0, 1, 2 and then return to starting position.",True,True,obstacle_a,medium distance,False,in-transit,pointstart,very fast,northwest,northwest,southeast,alpha,waypt_return,"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'True', 'return': 'True', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'medium distance', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'pointstart', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'waypt_return'}",Why is alpha returning to its starting point instead of surveying?,"Alpha has either finished with its survey or has been asked by the operator to return to its starting point. However, it would be beneficial for Alpha to survey the area again before returning to its starting point to gather more data.","Original: 'Waypt_return', Modified: 'Waypt_survey'"
"Go to points 0, 1, 2 and then return to starting position.",True,True,obstacle_a,far,False,in-transit,pointstart,very fast,northwest,northwest,southeast,alpha,waypt_return,"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'True', 'return': 'True', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'far', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'pointstart', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'waypt_return'}",Why is alpha returning to its starting point instead of surveying?,"Alpha has either finished with its survey or has been asked by the operator to return to its starting point. To start another survey again, it would need further instructions from command and control.","Original: 'Waypt_return', Modified: 'Waypt_survey'"
"Go to points 0, 1, 2 and then return to starting position.",True,True,obstacle_a,far,False,in-transit,pointstart,max speed,northwest,northwest,southeast,alpha,waypt_return,"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'True', 'return': 'True', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'far', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'pointstart', 'speed': 'max speed', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'waypt_return'}",Why is alpha returning to its starting point instead of surveying?,"Alpha has either finished with its survey or has been asked by the operator to return to its starting point. To start another survey again, it would need further instructions from command and control.","Original: 'Waypt_return', Modified: 'Waypt_survey'"
"Go to points 0, 1, 2 and then return to starting position.",True,True,obstacle_a,none,False,in-transit,pointstart,max speed,northwest,northwest,southeast,alpha,waypt_return,"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'True', 'return': 'True', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'pointstart', 'speed': 'max speed', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'waypt_return'}",Why is alpha returning to its starting point instead of surveying?,"Alpha is currently returning to its starting point because it has completed its objective of visiting points 0, 1, and 2. The absence of an obstacle and the fact that the objective instructs alpha to return to the starting position indicate that there is no need for further surveying at this time.","Original: 'Waypt_return', Modified: 'Waypt_survey'"
"Go to points 0, 1, 2 and then return to starting position.",True,True,obstacle_a,very far,False,in-transit,pointstart,max speed,northwest,northwest,southeast,alpha,waypt_return,"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'True', 'return': 'True', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'very far', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'pointstart', 'speed': 'max speed', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'waypt_return'}",Why is alpha returning to its starting point instead of surveying?,"Alpha has either finished with its survey or has been asked by the operator to return to its starting point. To start another survey again, it would need further instructions from command and control.","Original: 'Waypt_return', Modified: 'Waypt_survey'"
"Go to points 0, 1, 2 and then return to starting position.",True,True,none,none,True,in-transit,pointstart,max speed,northwest,northwest,none,alpha,waypt_return,"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'True', 'return': 'True', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'True', 'behaviour_stage': 'in-transit', 'next_point': 'pointstart', 'speed': 'max speed', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_return'}",Why is alpha returning to its starting point instead of surveying?,"Alpha has either finished with its survey or has been instructed to return to its starting point. Since there are no obstacles present and they have been resolved, alpha could potentially continue surveying the area instead of returning.","Original: 'Waypt_return', Modified: 'Waypt_survey'"
"Go to points 0, 1, 2 and then return to starting position.",True,True,none,none,False,in-transit,pointstart,max speed,northwest,northwest,none,alpha,waypt_return,"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'True', 'return': 'True', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'pointstart', 'speed': 'max speed', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_return'}",Why is alpha returning to its starting point instead of surveying?,"Alpha is returning to its starting point because it has finished going to all the points in its objective. Once it reaches the starting position, it will not start a new survey unless given further instructions from command and control.","Original: 'Waypt_return', Modified: 'Waypt_survey'"
"Go to points 0, 1, 2 and then return to starting position.",True,True,none,none,False,in-transit,pointstart,very fast,northwest,northwest,none,alpha,waypt_return,"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'True', 'return': 'True', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'pointstart', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_return'}",Why is alpha returning to its starting point instead of surveying?,"Alpha has either finished with its survey or has been asked by the operator to return to its starting point. To start another survey again, it would need further instructions from command and control.","Original: 'Waypt_return', Modified: 'Waypt_survey'"
"Go to points 0, 1, 2 and then return to starting position.",False,False,none,none,False,completed,none,max speed,northwest,none,none,alpha,none,"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'False', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'completed', 'next_point': 'none', 'speed': 'max speed', 'heading': 'northwest', 'next_point_direction': 'none', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'none'}",Why is Alpha not surveying an area instead of having no active behaviour?,"Alpha needs to be deployed and have a designated point to move towards to. On the contrary, the vessel is currently idle waiting for further instructions. ","Original: 'None', Modified: 'Waypt_survey'"
"Go to points 0, 1, 2 and then return to starting position.",False,False,none,none,False,completed,none,very fast,northwest,none,none,alpha,none,"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'False', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'completed', 'next_point': 'none', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'none', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'none'}",Why is Alpha not returning to its starting point instead of having no active behaviour?,"Alpha needs to be deployed and have a designated point to move towards in order to start its surveying mission. However, the vessel has already completed its surveying task and is currently idle. ","Original: 'None', Modified: 'Waypt_return'"
