objective,deploy,return,station_keep,next_loiter_point,obstacle_name,obstacle_proximity,contact_range,contact_resolved,collision_avoidance_mode,speed,heading,loiter_point_direction,new_loiter_area,obstacle_direction,name,ivphelm_bhv_active,representation,user_query,explanation,state_permutation
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point5,obstacle_3,very far,very far,FALSE,none,fast,northeast,northeast,True,southwest,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point5', 'obstacle_name': 'obstacle_3', 'obstacle_proximity': 'very far', 'contact_range': 'very far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'northeast', 'new_loiter_area': 'True', 'obstacle_direction': 'southwest', 'name': 'gilda', 'active_behaviour': 'loiter'}",What if the obstacle proximity changed to close?,"If the obstacle proximity changed to close, Gilda would continue to loiter around point 5, but would now be in closer proximity to the obstacle. As a result, Gilda would adjust its trajectory and speed to avoid the obstacle, using the collision avoidance protocol. ",'obstacle_proximity': 'close'
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,obstacle_3,very far,very far,FALSE,none,fast,northeast,northeast,False,southwest,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_3', 'obstacle_proximity': 'very far', 'contact_range': 'very far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'northeast', 'new_loiter_area': 'False', 'obstacle_direction': 'southwest', 'name': 'gilda', 'active_behaviour': 'loiter'}",What if the obstacle proximity changed to 'nearby'?,"Gilda would continue to loiter towards point 4, but now while also avoiding the obstacle named ""obstacle_3"" that is in a nearby proximity. The vehicle would utilize collision avoidance techniques to modify its trajectory and avoid any potential collision with the obstacle.",'obstacle_proximity': 'nearby'
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,True,False,none,obstacle_3,very far,far,FALSE,none,fast,northeast,none,False,southwest,gilda,waypt_return,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'True', 'station_keep': 'False', 'next_loiter_point': 'none', 'obstacle_name': 'obstacle_3', 'obstacle_proximity': 'very far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'none', 'new_loiter_area': 'False', 'obstacle_direction': 'southwest', 'name': 'gilda', 'active_behaviour': 'waypt_return'}",What if the vessel is already loitering and obstacle proximity becomes nearby?,"If the vessel is already loitering and the obstacle proximity becomes nearby, the vehicle will continue to loiter while avoiding the obstacle. This is because the priority of avoiding obstacles takes precedence over returning to the starting point.",obstacle_proximity: 'nearby'
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,True,False,none,obstacle_3,very far,far,FALSE,none,fast,northeast,none,False,northeast,gilda,waypt_return,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'True', 'station_keep': 'False', 'next_loiter_point': 'none', 'obstacle_name': 'obstacle_3', 'obstacle_proximity': 'very far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'none', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'waypt_return'}",What if the vehicle is in station keeping?,"If the vehicle is in station keeping, it means it has reached its destination and is waiting for further instructions. In this case, Gilda will stay in place until it receives further notice, regardless of any obstacle proximity or contact range.",station_keep': 'True'
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,True,False,none,obstacle_3,far,far,FALSE,none,fast,northeast,none,False,northeast,gilda,"waypt_return,avd_obstacles_avd_obstacles_ob_3","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'True', 'station_keep': 'False', 'next_loiter_point': 'none', 'obstacle_name': 'obstacle_3', 'obstacle_proximity': 'far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'none', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'waypt_return,avd_obstacles_avd_obstacles_ob_3'}",What if Gilda stops avoiding obstacle 3 and instead moves towards loiter point 2?,"If Gilda stops avoiding obstacle 3 and instead moves towards loiter point 2, it would no longer prioritize avoiding the obstacle. Gilda would switch from avoiding obstacle 3 to loitering around a set of waypoints starting from point 2.","'obstacle_name': 'none', 'next_loiter_point': 'point2'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,True,False,none,obstacle_3,nearby,far,FALSE,none,fast,northeast,none,False,northeast,gilda,"waypt_return,avd_obstacles_avd_obstacles_ob_3","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'True', 'station_keep': 'False', 'next_loiter_point': 'none', 'obstacle_name': 'obstacle_3', 'obstacle_proximity': 'nearby', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'none', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'waypt_return,avd_obstacles_avd_obstacles_ob_3'}",What if Gilda stops avoiding obstacle 3 and instead moves towards loiter point 2?,Gilda would switch from avoiding obstacle 3 to moving towards loiter point 2. It would no longer prioritize avoiding the obstacle and may come into contact with it if it remains in close proximity.,"'obstacle_proximity': 'none', 'next_loiter_point': 'point2'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,True,False,none,obstacle_3,very far,far,FALSE,none,fast,east,none,False,northeast,gilda,waypt_return,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'True', 'station_keep': 'False', 'next_loiter_point': 'none', 'obstacle_name': 'obstacle_3', 'obstacle_proximity': 'very far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'east', 'loiter_point_direction': 'none', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'waypt_return'}",What if the vessel stops being deployed?,"Gilda would stay idle without any active behaviour, since it's currently not performing any task and there's no need to avoid obstacles or other vessels.",deploy': 'False'
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,True,False,none,obstacle_0,very far,far,FALSE,none,fast,east,none,False,northeast,gilda,waypt_return,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'True', 'station_keep': 'False', 'next_loiter_point': 'none', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'very far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'east', 'loiter_point_direction': 'none', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'waypt_return'}",What if the obstacle proximity changes to 'nearby'?,"If the obstacle proximity changes to 'nearby', Gilda would continue to be deployed and would enter a loitering state while avoiding the obstacle. It would no longer be returning to its starting point.",obstacle_proximity: 'nearby'
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,True,False,none,obstacle_0,far,far,FALSE,none,fast,east,none,False,northeast,gilda,waypt_return,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'True', 'station_keep': 'False', 'next_loiter_point': 'none', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'east', 'loiter_point_direction': 'none', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'waypt_return'}",What if the obstacle proximity becomes 'nearby'?,"If the obstacle proximity becomes 'nearby', the vehicle would continue to loiter while avoiding the obstacle. This is because the current active behavior is 'waypt_return', and the vehicle is already returning to its starting point. Therefore, it would still prioritize avoiding the obstacle and maintaining a safe distance.",obstacle_proximity: 'nearby'
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,True,False,none,obstacle_0,far,far,FALSE,none,fast,east,none,False,northeast,gilda,"waypt_return,avd_obstacles_avd_obstacles_ob_0","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'True', 'station_keep': 'False', 'next_loiter_point': 'none', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'east', 'loiter_point_direction': 'none', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'waypt_return,avd_obstacles_avd_obstacles_ob_0'}",What if Gilda remains stationary and does not move towards its next loiter point?,"Gilda would stay in its current position and not move towards the next loiter point. It would continue to avoid obstacle 0, as it is still in a far proximity.","'next_loiter_point': 'none', 'station_keep': 'True'"
